NUMERO;Identifiant;T1TypeEtab;T2TypeEtab;T3TypeEtab;T1Strate;T2Strate;T3Strate;T1Classe;T2Classe;T3Classe;DateNaissance;T1DatePassation;T2DatePassation;T3DatePassation;Sexe;T1CSPM;T2CSPM;T3CSPM;CSP.M;T1CSPP;T2CSPP;T3CSPP;CSP.Pere;T1SGE01;T1SGE02;T1SGE03;T1SGE04;T1SGE05;T2SGE01;T2SGE02;T2SGE03;T2SGE04;T2SGE05;T3SGE01;T3SGE02;T3SGE03;T3SGE04;T3SGE05;T1BE01;T1BE02;T1BE03;T1BE04;T1BE05;T1BE06;T1BE08;T1BE09;T1BE10;T1BE11;T1BE12;T1BE13;T1BE14;T1BE15;T1BE16;T1BE17;T1BE18;T1BE19;T1BE20;T1BE21;T1BE22;T1BE23;T1BE24;T1BE25;T1BE26;T1BE28;T1BE29;T1BE30;T2BE01;T2BE02;T2BE03;T2BE04;T2BE05;T2BE06;T2BE08;T2BE09;T2BE10;T2BE11;T2BE12;T2BE13;T2BE14;T2BE15;T2BE16;T2BE17;T2BE18;T2BE19;T2BE20;T2BE21;T2BE22;T2BE23;T2BE24;T2BE25;T2BE26;T2BE28;T2BE29;T2BE30;T3BE1;T3BE2;T3BE3;T3BE4;T3BE5;T3BE6;T3BE7;T3BE8;T3BE9;T3BE10;T3BE11;T3BE12;T3BE13;T3BE14;T3BE15;T3BE16;T3BE17;T3BE18;T3BE19;T3BE20;T3BE21;T3BE22;T3BE23;T3BE24;T3BE25;T3BE26;T3BE27;T3BE28;T3BE29;T3BE30;T1Fr;T1Math;T2Fr;T2Math;T3Fr;T3Math;T2SEPS1;T2SEPS2;T2SEPS3;T2SEPS4;T2SEPS5;T2SEPS6;T2SEPS7;T2SEPS8;T2SEPS9;T2SEPS10;T2SEPS11;T3SEP1;T3SEP2;T3SEP3;T3SEP4;T3SEP5;T3SEP6;T3SEP7;T3SEP8;T3SEP9;T3SEP10;T3SEP11;ProfilT1;ProfilT2;ProfilT1T2
699;63SD9;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-08-23;2014-03-31;2015-05-05;2016-03-20;M;4;4;4;4;3;4;4;4;6;5;6;6;5;5;5;6;4;6;5;5;6;4;2;4;3;4;2;4;2;1;2;3;2;4;4;2;3;3;4;3;4;;2;3;3;3;4;3;1;2;4;4;4;3;3;3;3;3;3;3;1;4;4;2;2;2;3;4;3;2;1;2;2;4;4;3;2;4;4;4;4;3;3;3;3;4;2;3;4;3;4;4;2;3;3;3;4;3;2;1;3;3;4;3;3;3;2;3;4;5;5;3;4;5;5;5;5;5;6;6;6;5;6;5;5;6;5;5;3;5;6;5;6;5;6;6;6;2;1;1
700;63SD10;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-08-02;2014-03-31;2015-05-05;2016-03-20;M;3;3;3;3;3;3;2;3;5;4;5;5;5;5;3;6;5;4;5;4;6;5;5;4;4;4;3;4;4;1;4;4;4;4;4;2;3;4;4;4;4;2;3;4;4;4;4;3;3;2;4;4;4;4;1;3;3;2;4;4;3;4;4;2;3;3;2;3;4;2;2;4;3;4;4;2;2;2;2;4;4;3;2;4;3;4;2;4;4;4;4;4;2;4;4;4;4;4;2;3;3;3;4;4;4;3;3;2;4;5;5;5;5;5;5;6;5;6;6;5;6;5;5;6;5;6;6;5;6;5;6;6;5;6;6;6;6;3;1;2
701;63SD11;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2003-04-19;2014-03-31;2015-05-05;2016-03-20;F;3;3;3;3;3;3;3;3;5;4;4;4;5;5;4;5;4;4;5;4;5;4;4;2;3;2;1;3;2;3;2;3;3;3;2;2;3;3;2;2;2;3;3;3;3;3;2;3;3;3;3;4;3;4;1;3;3;3;4;3;2;4;3;2;3;3;2;4;3;3;3;2;3;4;3;3;2;3;3;3;4;3;1;3;3;4;3;3;4;4;3;3;2;2;4;2;4;3;3;1;4;3;4;4;3;3;4;3;4;5;5;5;5;5;5;4;5;4;5;5;5;4;5;5;4;4;6;4;4;6;6;6;4;6;6;6;6;1;3;3
703;63SD13;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-09-03;2014-03-31;2015-05-05;2016-03-20;F;9;5;4;5;9;3;3;3;6;5;5;5;5;5;3;4;4;4;5;3;4;3;4;3;4;4;1;4;3;3;4;4;2;4;3;2;4;3;1;3;3;3;3;3;4;3;3;3;2;2;3;4;3;3;4;4;2;2;2;4;2;4;4;1;2;2;2;4;4;3;2;4;2;4;4;2;2;2;4;3;3;3;3;3;4;4;1;2;4;2;4;4;1;1;3;1;4;3;2;3;4;2;4;4;1;4;2;1;4;4;5;4;5;4;3;5;5;5;6;6;5;5;5;5;5;6;5;5;4;5;5;5;3;2;3;2;5;3;1;1
704;63SD15;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2003-04-20;2014-03-31;2015-05-05;2016-03-20;M;2;2;2;2;2;2;2;2;6;5;6;5;6;6;4;6;5;5;5;5;6;5;6;4;4;4;2;4;3;3;4;4;4;4;4;3;4;3;3;4;4;3;4;4;3;4;4;3;2;4;4;4;3;3;1;4;2;3;2;3;4;4;4;3;4;2;4;4;4;3;2;4;4;4;4;3;1;3;4;4;4;3;1;4;2;4;2;4;4;3;4;1;2;4;3;4;4;4;2;3;3;3;4;4;3;4;2;2;4;5;3;5;5;5;5;5;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;6;5;6;6;6;5;3;3;2
705;63SD16;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-11-11;2014-03-31;2015-05-05;2016-03-20;F;4;3;3;3;2;2;2;2;6;6;6;6;6;6;4;4;6;6;4;3;3;4;4;1;4;4;1;4;2;3;4;3;4;4;4;3;4;2;3;2;4;2;4;1;4;2;4;4;1;4;1;2;4;3;2;4;2;1;3;2;3;2;3;2;3;3;2;2;3;2;3;2;3;2;3;3;2;1;2;2;4;1;1;3;2;2;4;1;3;3;3;2;1;3;1;2;2;2;2;3;1;2;2;2;2;2;1;1;1;5;4;5;4;4;4;4;4;4;5;6;6;6;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;3;2;1
706;63SD17;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-09-24;2014-03-31;2015-05-05;2016-03-20;M;2;2;2;2;3;9;9;9;5;5;6;5;6;4;4;5;4;4;5;5;6;5;5;4;4;4;2;4;4;2;4;2;3;4;4;3;4;3;3;4;4;2;3;2;4;2;4;3;2;2;4;4;3;1;4;4;4;2;1;3;2;4;4;2;2;3;3;4;4;2;1;3;3;3;4;3;2;2;3;4;4;3;2;3;4;3;2;4;4;2;4;4;3;2;4;3;4;4;2;3;3;3;4;4;3;3;3;2;4;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;6;6;5;5;5;5;5;6;6;6;6;6;6;3;1;1
707;63SD18;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-08-31;2014-03-31;2015-05-05;2016-03-20;F;2;2;2;2;4;4;4;4;5;4;6;5;6;5;4;3;5;5;5;4;6;5;5;3;4;4;1;4;2;2;4;4;4;3;3;3;4;2;3;4;3;;3;4;4;4;3;3;3;3;3;2;4;3;1;4;3;3;3;4;4;4;3;2;4;2;3;4;3;2;3;4;3;4;2;3;2;2;4;3;3;4;1;3;3;4;1;4;4;3;3;4;2;4;4;3;4;3;3;2;4;3;4;4;3;3;1;2;4;5;5;5;5;5;5;4;5;6;5;5;6;5;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;3;3;1
709;63SD20;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-05-31;2014-03-31;2015-05-05;2016-03-20;F;3;3;3;3;;3;3;3;6;4;6;5;6;5;2;3;3;1;5;4;4;4;3;3;4;2;1;4;1;3;4;2;2;4;2;4;4;2;4;3;4;2;2;1;3;2;3;3;1;2;2;2;2;1;1;2;2;3;1;4;1;3;1;2;3;1;1;3;1;3;2;1;2;4;1;2;1;1;2;2;3;3;;2;3;3;1;3;4;1;3;2;2;2;1;2;2;2;2;2;1;2;3;2;3;2;1;1;3;5;5;5;4;5;5;3;4;3;6;6;6;4;2;2;3;3;5;5;5;6;6;6;5;6;6;6;6;1;2;1
710;63SD21;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-08-20;2014-03-31;2015-05-05;2016-03-20;F;5;5;5;5;3;3;3;3;4;5;6;5;5;4;4;5;4;4;4;4;5;4;4;3;4;4;1;2;2;1;4;2;2;3;4;1;4;2;1;3;3;2;3;2;4;3;4;3;1;3;2;3;3;3;2;1;3;1;3;3;2;3;2;1;3;2;1;4;3;3;3;2;2;4;3;3;1;3;4;3;3;3;1;2;3;3;1;3;3;1;3;3;1;3;4;2;3;3;1;3;2;3;4;3;3;4;1;3;4;5;3;3;4;5;5;5;5;5;6;5;6;5;4;5;4;5;5;4;5;6;5;5;4;5;6;5;5;1;1;1
711;63SD22;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-09-13;2014-03-31;2015-05-05;2016-03-20;M;4;4;4;4;3;3;3;3;5;4;6;4;4;5;4;6;6;5;6;3;6;5;5;4;3;4;1;2;1;3;4;4;2;4;4;2;4;2;2;4;4;3;4;3;3;2;4;3;2;4;3;3;4;2;1;3;4;2;3;4;4;4;4;3;3;4;3;4;4;2;2;3;3;2;4;3;1;2;4;4;3;3;1;2;4;4;2;4;3;2;4;4;3;3;3;4;4;4;3;3;2;3;4;4;2;4;1;3;4;4;2;3;4;4;5;6;6;6;6;6;6;3;6;6;5;6;4;6;6;5;5;4;6;6;6;6;6;3;1;1
712;63SD23;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-11-21;2014-03-31;2015-05-05;2016-03-20;F;4;4;4;4;;;;;6;5;5;5;6;6;3;4;4;4;6;4;4;5;5;3;4;4;3;2;3;1;4;4;2;3;3;4;4;2;3;4;3;1;3;2;4;1;1;3;4;1;1;3;3;4;1;3;2;2;3;4;3;4;3;3;3;2;1;4;3;2;2;2;3;3;4;3;2;2;2;3;4;4;1;2;3;4;1;4;3;2;4;3;4;4;2;1;4;3;2;2;1;2;2;4;2;3;1;1;1;4;1;4;3;5;4;5;5;4;5;4;4;4;3;4;3;4;5;5;6;6;6;5;4;3;1;5;;1;2;1
713;63SD25;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-12-17;2014-03-31;2015-05-05;2016-03-20;M;3;3;3;3;3;3;3;3;5;4;4;5;6;4;4;5;5;6;5;4;5;5;5;3;3;3;2;3;3;3;3;3;3;3;2;2;3;3;3;2;2;3;3;2;3;2;3;2;2;3;3;3;2;4;2;4;2;4;4;4;3;4;3;3;3;2;4;4;3;3;4;4;4;4;4;2;2;3;4;3;4;3;2;4;3;4;3;4;4;3;4;3;3;3;3;3;4;3;3;3;2;4;4;4;3;4;2;3;4;4;5;4;5;2;5;6;5;4;5;5;4;5;6;6;5;6;5;6;5;3;3;6;2;6;6;6;6;1;3;3
714;63SD26;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-06-01;2014-03-31;2015-05-05;2016-03-20;M;3;3;3;3;3;3;2;3;5;5;4;5;6;5;4;5;6;5;4;3;5;3;4;3;4;1;3;3;1;2;3;4;2;4;4;4;4;4;1;4;4;3;4;4;4;4;4;4;4;1;3;3;4;4;2;3;3;2;3;4;3;3;4;2;4;2;2;3;3;3;3;4;3;4;3;3;2;2;3;1;3;3;3;3;3;3;3;4;4;2;3;3;2;4;3;3;3;4;2;2;4;3;4;3;2;2;4;2;3;5;5;5;5;5;5;5;6;5;5;6;5;5;6;6;6;5;4;4;5;4;4;5;4;6;6;6;6;3;3;2
715;63SD27;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-03-26;2014-03-31;2015-05-05;2016-03-20;F;3;3;3;3;3;3;3;3;5;;4;6;6;5;3;4;3;4;5;4;5;4;5;3;4;3;1;2;2;2;3;1;1;2;3;1;3;1;2;2;2;2;3;1;3;1;2;3;1;2;1;3;3;4;1;3;2;1;4;2;2;3;3;1;3;1;1;3;3;2;3;1;2;3;3;3;1;3;2;3;3;3;1;2;1;3;2;3;2;2;2;4;1;3;1;1;3;3;2;2;1;1;3;3;2;3;1;3;3;4;4;5;5;5;5;3;4;5;5;4;4;3;5;4;4;2;2;5;4;5;2;4;;5;4;3;5;1;2;3
717;63SD29;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-02-10;2014-03-31;2015-05-05;2016-03-20;M;9;3;3;3;3;3;3;3;5;3;4;4;6;4;4;4;3;6;4;5;5;4;6;2;4;3;2;4;3;1;3;3;3;4;2;3;4;3;4;4;1;2;4;3;3;3;2;2;3;2;4;3;4;3;2;3;4;1;4;3;3;4;2;3;3;4;2;4;3;2;3;4;2;4;2;3;3;2;4;3;4;2;1;3;4;4;2;2;4;2;4;3;3;3;4;2;4;4;4;2;4;3;4;3;3;2;2;2;4;4;5;4;5;5;5;4;5;5;5;3;6;3;4;2;6;6;5;6;5;6;3;5;4;6;5;6;6;3;1;1
718;63SD30;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-06-16;2014-03-31;2015-05-05;2016-03-20;F;3;5;5;5;;;;;4;4;4;4;3;5;5;5;3;3;4;3;4;2;2;2;3;3;1;3;1;1;3;2;1;3;4;1;3;3;1;3;4;1;1;1;2;3;3;3;1;3;3;1;2;2;3;2;2;1;2;4;1;4;3;1;2;2;1;4;3;2;3;3;2;4;3;2;2;3;4;1;1;4;3;2;2;3;1;3;4;1;4;3;1;2;2;1;4;2;1;2;1;1;4;2;3;4;1;2;4;5;2;3;3;4;3;4;3;3;5;5;5;5;2;5;1;2;2;1;1;3;3;3;1;1;1;1;1;1;1;1
722;63SD34;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-04-04;2014-03-31;2015-05-05;2016-03-20;F;2;2;2;2;2;2;2;2;4;6;4;3;;5;5;5;4;4;4;3;4;3;2;4;3;3;3;3;4;2;2;4;3;1;3;1;2;3;2;4;4;2;2;2;3;4;3;3;2;3;4;3;3;3;3;3;2;2;3;4;2;4;3;1;3;2;2;4;3;2;1;2;2;4;3;3;2;3;4;3;2;2;2;3;2;2;1;2;3;2;4;3;1;3;2;2;4;3;1;3;1;2;4;3;3;3;2;2;3;5;4;4;3;5;5;4;3;5;5;4;5;3;4;4;5;4;4;3;4;2;3;4;3;2;4;4;4;2;1;2
726;63SD38;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-06-02;2014-03-31;2015-05-05;2016-03-20;F;3;3;9;3;3;3;3;3;5;4;3;4;1;5;2;5;2;2;5;5;6;4;4;4;3;3;4;3;2;2;3;1;1;4;4;2;2;3;1;4;4;2;1;2;1;3;4;3;3;3;3;4;3;3;1;4;4;1;3;4;1;4;4;1;1;3;1;4;4;1;1;2;1;4;4;2;2;3;4;4;3;4;3;2;3;4;2;4;3;1;4;4;2;2;4;1;4;4;2;2;3;3;4;4;3;3;2;2;2;3;2;3;2;3;2;2;4;2;5;2;3;5;1;1;1;3;3;4;4;4;5;5;4;3;4;3;3;2;1;1
736;63SD48;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-03-07;2014-03-31;2015-05-05;2016-03-20;M;5;5;5;5;2;2;2;2;5;4;6;3;5;5;2;5;2;3;4;4;6;3;2;4;2;4;3;3;3;2;3;3;4;4;4;1;3;2;2;4;4;1;2;2;2;4;4;2;3;3;4;3;3;3;1;3;4;1;3;2;2;2;3;2;1;2;2;4;3;2;1;3;1;4;4;2;2;2;4;4;3;2;3;2;4;4;2;2;3;1;4;4;2;1;3;2;4;4;2;2;3;2;4;4;3;3;3;3;4;3;3;2;2;2;5;4;4;4;6;5;4;5;3;3;4;5;4;5;3;4;3;5;4;3;5;3;5;2;1;2
739;63SD51;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-05-02;2014-03-31;2015-05-05;2016-03-20;M;3;3;3;3;3;4;3;4;5;6;6;5;5;4;4;5;4;5;4;5;5;5;5;4;3;4;1;4;1;4;3;4;2;4;4;3;3;2;1;2;4;;1;2;4;2;4;4;4;3;4;4;3;1;2;2;3;2;2;4;2;4;4;2;2;3;1;4;4;2;4;2;4;4;3;3;2;4;4;4;3;2;3;2;4;4;1;2;3;2;4;4;2;4;4;2;4;4;2;2;4;3;4;4;3;3;2;2;4;5;5;4;5;5;5;6;5;5;4;5;5;3;6;6;6;6;6;5;6;4;5;5;4;6;6;6;6;3;1;1
740;63SD56;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-02-19;2014-03-31;2015-05-05;2016-03-20;M;4;9;9;9;3;3;3;3;4;5;6;;5;4;4;4;4;5;5;5;5;5;4;4;4;4;2;4;2;2;2;4;4;4;4;2;2;3;3;3;4;3;1;4;4;2;3;3;3;3;2;4;4;4;1;3;3;2;4;4;4;4;3;2;2;4;3;3;3;3;3;2;2;3;4;2;4;2;3;4;4;4;3;2;3;4;3;4;4;3;4;4;3;3;3;2;4;4;3;3;3;3;3;4;3;3;3;3;3;5;4;5;5;5;5;5;5;5;6;6;6;5;6;6;6;6;5;5;5;6;5;6;4;6;6;6;6;3;3;3
741;63SD57;COLLEGE;COLLEGE;COLLEGE;2;3;3;3;5ième;4ième;2002-10-24;2014-03-31;2015-05-05;2016-03-20;M;;5;;5;5;;;5;6;5;4;6;6;5;4;6;5;5;5;4;5;5;4;;;3;4;2;2;3;1;2;1;3;2;4;3;4;2;3;4;4;2;4;4;4;4;2;1;4;3;4;3;1;2;4;1;2;1;3;2;4;4;2;2;2;4;3;4;2;4;1;3;1;4;3;2;2;3;4;3;1;3;4;2;4;2;2;2;2;4;4;1;3;3;1;4;4;2;2;3;3;2;4;2;3;1;1;4;2;2;2;1;2;1;3;6;5;5;6;5;5;6;5;4;5;4;4;4;3;4;5;4;4;3;3;4;2;2;2
742;51JR1;COLLEGE;COLLEGE;COLLEGE;1;1;3;5;4ième;3ième;2001-12-27;2014-03-31;2015-05-05;2016-03-20;F;3;3;;3;3;3;;3;5;4;5;4;4;5;4;5;5;4;5;3;6;4;3;3;3;2;1;3;3;2;1;4;3;3;3;2;3;3;3;3;3;3;3;3;3;2;3;3;1;3;3;3;3;4;3;4;4;3;4;4;3;4;3;2;4;4;3;4;4;3;2;4;3;3;3;2;3;3;3;3;3;4;3;2;3;4;3;3;3;;2;3;2;3;3;2;3;3;3;3;2;2;3;3;2;4;3;3;3;;5;4;5;4;5;4;5;5;6;6;5;3;6;6;6;6;4;5;4;4;5;6;2;6;5;6;6;1;3;3
744;51JR3;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-12-04;2014-03-31;2015-05-05;2016-03-20;F;2;;;2;3;;;3;5;4;6;2;1;5;4;5;4;2;5;4;3;4;2;2;2;4;2;1;2;2;4;4;1;3;4;1;2;2;4;3;4;2;3;2;2;2;2;3;2;3;3;4;3;4;3;1;2;1;4;4;2;4;4;1;2;2;3;4;3;2;2;2;3;4;3;3;2;2;3;3;3;4;2;3;2;4;1;4;4;3;3;3;2;3;3;2;3;3;2;2;2;2;3;3;3;4;2;2;3;;5;5;4;4;4;3;2;3;4;4;4;3;2;2;3;3;4;3;2;4;4;4;3;3;3;3;4;1;1;1
748;51JR8;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-06-13;2014-03-31;2015-05-05;2016-03-20;F;4;4;5;4;2;2;2;2;5;3;5;4;4;5;3;5;4;2;4;2;5;4;3;3;3;3;2;3;1;1;3;3;2;3;3;1;3;2;1;3;3;2;2;2;2;3;3;2;3;3;2;3;4;3;3;3;2;2;3;4;2;4;3;1;4;3;2;4;3;3;3;2;2;3;4;2;2;3;3;3;3;3;3;2;2;4;2;3;2;2;4;3;1;3;2;1;4;3;3;3;2;2;3;4;3;3;2;3;3;;5;5;5;5;5;5;4;5;4;4;4;5;5;6;5;5;4;4;4;4;5;5;4;5;5;5;5;1;1;3
763;51JR25;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-06-01;2014-03-31;2015-05-05;2016-03-20;M;2;;5;2;2;;2;2;4;1;4;1;1;4;5;5;3;2;4;5;5;3;3;3;4;3;2;4;4;2;4;4;1;4;3;1;2;4;2;4;4;2;4;2;1;4;4;1;2;2;4;4;3;3;2;3;4;4;2;1;1;4;4;1;4;3;2;4;4;3;4;3;3;4;4;3;2;3;4;4;3;3;3;3;4;3;3;3;1;1;4;4;3;3;3;2;4;4;4;3;4;2;4;4;3;3;2;3;4;2;5;5;3;3;3;4;3;3;6;6;5;4;5;6;3;4;4;3;3;5;1;5;3;6;5;6;6;2;1;2
769;51JR31;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-02-02;2014-03-31;2015-05-05;2016-03-20;F;4;4;4;4;3;3;3;3;5;4;3;3;4;5;3;3;4;4;5;5;5;5;5;1;3;4;1;3;3;2;3;3;3;3;3;1;3;3;2;4;3;2;2;3;2;4;4;3;2;2;4;3;3;4;1;2;3;2;4;4;3;4;3;2;3;3;3;3;3;2;2;4;3;2;3;3;2;2;4;3;3;4;2;2;3;3;3;4;3;2;4;3;2;3;3;2;4;3;2;3;4;2;4;3;3;4;2;3;4;5;5;5;5;5;5;4;4;5;5;5;5;5;4;5;5;5;4;4;5;4;5;4;3;5;5;6;6;2;1;3
786;51JR49;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-07-22;2014-03-31;2015-05-05;2016-03-20;F;5;;;5;3;;;3;4;5;4;4;4;4;5;5;2;3;6;6;5;5;4;4;4;4;1;2;3;2;4;4;3;4;4;1;3;2;1;3;4;3;3;3;2;3;4;3;1;3;2;3;3;4;1;2;3;2;4;4;1;4;3;2;3;4;2;2;3;3;2;1;3;2;3;4;1;1;1;3;4;3;1;3;1;3;1;4;4;2;3;3;2;4;4;1;1;3;3;3;4;4;2;4;4;3;1;2;2;3;;3;3;3;3;4;4;4;5;4;4;4;5;5;5;5;6;5;6;4;4;4;3;6;6;6;6;3;2;2
787;51JR50;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-03-23;2014-03-31;2015-05-05;2016-03-20;M;3;3;5;3;3;3;5;3;6;5;5;6;5;5;4;4;5;5;4;4;4;4;3;2;4;4;2;3;3;3;4;4;3;3;2;2;4;2;1;3;2;3;4;3;3;3;2;3;2;3;3;2;4;3;2;2;3;2;4;4;3;3;2;2;4;2;2;3;1;3;4;3;3;4;2;3;1;3;3;2;4;4;2;3;3;3;2;4;4;3;3;3;2;3;3;1;3;2;3;4;3;3;3;3;3;4;2;3;3;5;;5;5;5;5;5;5;5;4;5;5;6;4;6;5;5;3;4;4;3;5;4;3;5;5;4;5;3;2;2
788;51JR51;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-07-07;2014-03-31;2015-05-05;2016-03-20;F;;;;;;;;;5;5;4;4;4;5;3;5;4;4;4;3;4;4;4;4;3;3;2;3;4;2;2;2;3;3;3;1;3;3;1;3;4;2;3;4;3;4;3;3;1;2;3;3;3;4;1;3;3;3;4;4;2;3;3;2;3;2;2;3;4;2;3;3;2;4;4;3;2;2;3;3;3;4;1;3;3;3;2;4;4;4;4;3;1;4;2;2;4;3;3;3;4;3;4;3;2;3;2;2;4;5;;5;5;4;4;4;4;4;5;5;5;4;4;4;4;5;4;5;4;4;5;5;4;5;5;4;4;2;1;3
790;51JR53;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-05-24;2014-03-31;2015-05-05;2016-03-20;F;5;5;4;5;3;3;3;3;5;4;5;5;5;5;4;5;4;4;5;5;5;5;5;3;4;4;3;3;3;2;4;4;4;4;3;2;3;4;2;3;3;3;3;4;3;3;3;3;3;2;3;3;4;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;2;3;4;3;4;3;3;3;2;3;4;4;3;3;4;4;4;2;3;4;4;4;4;2;3;4;3;4;4;2;4;4;4;4;4;3;4;4;3;4;5;;5;5;5;5;4;5;4;4;4;5;4;3;4;4;5;5;6;5;5;5;6;4;4;5;5;6;3;3;2
794;51JR57;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-02-03;2014-03-31;2015-05-05;2016-03-20;F;3;4;4;4;3;3;3;3;4;2;5;2;1;2;4;4;3;1;3;4;4;2;1;4;2;1;1;2;1;2;1;2;1;4;4;1;2;3;1;3;4;2;4;1;2;4;4;2;1;1;4;4;2;2;1;1;2;3;2;4;1;4;4;1;3;2;1;4;4;2;2;2;1;4;3;3;1;2;4;4;3;2;4;2;3;4;1;2;1;1;4;4;2;1;3;1;3;4;2;3;1;1;4;4;2;3;2;3;3;3;;5;2;2;4;4;3;2;5;5;6;5;1;2;2;3;4;5;3;5;6;6;6;2;1;1;1;2;1;3
796;51JR59;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-10-19;2014-03-31;2015-05-05;2016-03-20;M;3;;3;3;3;;3;3;5;4;5;5;5;4;3;5;4;4;4;4;5;4;3;3;4;2;1;3;4;3;3;4;2;3;3;4;3;4;3;4;4;2;3;4;4;4;4;2;3;2;4;4;3;3;2;4;4;2;3;4;4;3;3;3;3;3;3;4;4;3;4;4;2;4;3;2;3;2;4;4;4;3;2;4;4;3;4;3;4;3;4;4;3;3;4;2;4;4;3;3;4;2;4;4;3;2;4;2;4;5;;5;5;5;5;5;4;5;6;6;5;5;6;6;6;6;6;5;5;6;5;6;5;6;6;6;6;3;3;2
797;51JR60;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-09-20;2014-03-31;2015-05-05;2016-03-20;M;;;2;;;;3;;5;5;4;4;3;4;5;5;4;4;5;5;5;4;3;1;4;2;2;2;2;3;2;3;2;3;3;3;2;4;2;3;4;2;2;3;3;3;3;3;2;2;3;4;3;3;2;2;3;3;3;3;2;3;3;3;3;4;2;3;4;3;2;4;2;3;4;3;4;3;4;4;3;3;3;3;4;4;3;3;4;2;4;4;2;3;4;2;4;3;3;2;3;2;2;4;3;3;2;2;4;5;;5;5;5;5;4;3;4;3;4;4;4;5;5;6;5;5;6;5;5;3;5;4;6;6;6;6;2;1;3
801;51JR65;COLLEGE;COLLEGE;COLLEGE;1;1;1;5;4ième;3ième;2001-04-02;2014-03-31;2015-05-05;2016-03-20;M;5;;5;5;5;;5;5;5;4;;5;6;4;5;5;5;6;4;4;5;3;4;3;4;2;2;3;3;4;2;4;3;3;3;3;3;4;2;4;4;3;3;3;3;4;3;3;4;2;3;4;4;2;3;4;4;4;2;4;4;4;3;4;4;4;2;4;3;3;3;4;2;4;3;4;4;3;4;3;4;3;4;4;3;4;3;4;4;4;4;3;3;4;4;3;4;3;3;2;4;2;4;4;3;4;3;3;4;5;;5;5;5;5;6;5;6;5;5;6;6;6;6;6;6;5;6;5;5;5;4;4;6;6;6;6;3;3;3
